No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,Air Pollution Level (PM2.5),Air Pollution Level (PM10)
8292,2014,2,9,11,4.0,151.0,19.0,17.0,700.0,49.0,-3.1,1030.1,-20.9,0.0,NE,2.8,Tidak Berbahaya,Berbahaya
8293,2014,2,9,12,10.0,177.0,15.0,14.0,700.0,53.0,-2.3,1028.9,-20.2,0.0,NE,2.8,Tidak Berbahaya,Berbahaya
8294,2014,2,9,13,5.0,57.0,13.0,12.0,700.0,56.0,-1.6,1027.9,-20.1,0.0,ENE,4.0,Tidak Berbahaya,Berbahaya
8295,2014,2,9,14,5.0,6.0,12.0,13.0,600.0,57.0,-1.2,1027.5,-20.3,0.0,NE,3.0,Tidak Berbahaya,Tidak Berbahaya
8296,2014,2,9,15,10.0,6.0,11.0,12.0,600.0,58.0,-1.0,1027.3,-20.6,0.0,NE,2.8,Tidak Berbahaya,Tidak Berbahaya
8297,2014,2,9,16,11.0,6.0,13.0,14.0,600.0,57.0,-0.8,1027.5,-20.5,0.0,NNW,1.5,Tidak Berbahaya,Tidak Berbahaya
8298,2014,2,9,17,10.0,6.0,9.0,15.0,600.0,57.0,-3.0,1028.2,-17.0,0.0,W,1.7,Tidak Berbahaya,Tidak Berbahaya
8299,2014,2,9,18,6.0,18.0,9.0,18.0,600.0,54.0,-4.5,1028.7,-16.4,0.0,WSW,1.0,Tidak Berbahaya,Tidak Berbahaya
8300,2014,2,9,19,9.0,37.0,11.0,28.0,700.0,46.0,-5.8,1029.0,-15.9,0.0,WNW,1.2,Tidak Berbahaya,Tidak Berbahaya
8301,2014,2,9,20,20.0,45.0,20.0,48.0,900.0,34.0,-7.2,1029.5,-15.2,0.0,WNW,1.3,Tidak Berbahaya,Tidak Berbahaya
8302,2014,2,9,21,11.0,24.0,16.0,27.0,800.0,42.0,-4.3,1030.0,-19.3,0.0,NNE,1.7,Tidak Berbahaya,Tidak Berbahaya
8303,2014,2,9,22,14.0,29.0,33.0,31.0,900.0,38.0,-4.7,1030.5,-18.9,0.0,NNE,1.5,Tidak Berbahaya,Tidak Berbahaya
8304,2014,2,9,23,14.0,32.0,42.0,44.0,900.0,26.0,-5.2,1030.8,-19.0,0.0,SE,0.7,Tidak Berbahaya,Tidak Berbahaya
8305,2014,2,10,0,17.0,25.0,31.0,43.0,900.0,26.0,-5.8,1030.8,-18.8,0.0,NNE,1.8,Tidak Berbahaya,Tidak Berbahaya
8306,2014,2,10,1,11.0,8.0,20.0,25.0,800.0,41.0,-6.1,1030.9,-19.5,0.0,NNE,2.2,Tidak Berbahaya,Tidak Berbahaya
8307,2014,2,10,2,14.0,13.0,23.0,33.0,900.0,33.0,-6.4,1030.6,-19.7,0.0,NNE,2.2,Tidak Berbahaya,Tidak Berbahaya
8308,2014,2,10,3,6.0,6.0,25.0,32.0,900.0,35.0,-7.0,1030.3,-19.6,0.0,NE,1.8,Tidak Berbahaya,Tidak Berbahaya
8309,2014,2,10,4,13.0,7.0,25.0,32.0,900.0,20.0,-7.2,1029.9,-19.4,0.0,ENE,2.0,Tidak Berbahaya,Tidak Berbahaya
8310,2014,2,10,5,12.0,11.0,35.0,31.0,1000.0,32.0,-7.3,1030.3,-19.2,0.0,ENE,1.5,Tidak Berbahaya,Tidak Berbahaya
8311,2014,2,10,6,14.0,11.0,30.0,39.0,900.0,26.0,-7.6,1030.5,-19.5,0.0,ENE,1.2,Tidak Berbahaya,Tidak Berbahaya
8312,2014,2,10,7,8.0,6.0,16.0,38.0,900.0,28.0,-7.0,1031.0,-19.6,0.0,NE,1.7,Tidak Berbahaya,Tidak Berbahaya
8313,2014,2,10,8,10.0,6.0,13.0,53.0,800.0,17.0,-5.1,1031.2,-19.3,0.0,NE,2.2,Tidak Berbahaya,Tidak Berbahaya
8314,2014,2,10,9,9.0,6.0,17.0,47.0,800.0,24.0,-4.2,1030.9,-20.0,0.0,E,2.2,Tidak Berbahaya,Tidak Berbahaya
8315,2014,2,10,10,10.0,23.0,14.0,35.0,500.0,34.0,-3.3,1030.3,-19.3,0.0,E,2.3,Tidak Berbahaya,Tidak Berbahaya
8316,2014,2,10,11,12.0,55.0,16.0,25.0,400.0,44.0,-2.1,1028.8,-18.6,0.0,ESE,1.1,Tidak Berbahaya,Berbahaya
8317,2014,2,10,12,13.0,37.0,17.0,31.0,500.0,42.0,-1.7,1027.6,-17.9,0.0,SSE,1.6,Tidak Berbahaya,Tidak Berbahaya
8318,2014,2,10,13,19.0,11.0,18.0,38.0,600.0,42.0,-1.7,1026.6,-17.4,0.0,SW,2.4,Tidak Berbahaya,Tidak Berbahaya
8319,2014,2,10,14,19.0,6.0,21.0,42.0,700.0,44.0,-1.2,1025.9,-17.4,0.0,SSW,2.4,Tidak Berbahaya,Tidak Berbahaya
8320,2014,2,10,15,20.0,6.0,20.0,34.0,700.0,54.0,-1.7,1025.4,-16.6,0.0,SW,2.6,Tidak Berbahaya,Tidak Berbahaya
8321,2014,2,10,16,28.0,6.0,18.0,31.0,600.0,57.0,-2.4,1025.2,-16.2,0.0,SSW,2.7,Tidak Berbahaya,Tidak Berbahaya
8322,2014,2,10,17,27.0,19.0,18.0,30.0,600.0,59.0,-3.3,1025.4,-16.3,0.0,WSW,2.7,Tidak Berbahaya,Tidak Berbahaya
8323,2014,2,10,18,30.0,51.0,21.0,45.0,600.0,48.0,-4.4,1025.4,-15.1,0.0,S,1.1,Tidak Berbahaya,Berbahaya
8324,2014,2,10,19,40.0,80.0,24.0,59.0,800.0,33.0,-5.3,1025.4,-14.9,0.0,S,1.0,Tidak Berbahaya,Berbahaya
8325,2014,2,10,20,46.0,85.0,29.0,69.0,1100.0,22.0,-6.5,1025.2,-14.3,0.0,SSW,0.7,Tidak Berbahaya,Berbahaya
8326,2014,2,10,21,54.0,88.0,34.0,87.0,1600.0,9.0,-8.1,1025.3,-13.2,0.0,WNW,0.6,Berbahaya,Berbahaya
8327,2014,2,10,22,60.0,92.0,37.0,92.0,1800.0,4.0,-9.1,1024.9,-13.4,0.0,W,1.2,Berbahaya,Berbahaya
8328,2014,2,10,23,72.0,96.0,40.0,99.0,2200.0,1.0,-9.3,1024.7,-13.2,0.0,W,1.1,Berbahaya,Berbahaya
8329,2014,2,11,0,77.0,96.0,40.0,105.0,2700.0,1.0,-10.3,1024.0,-13.6,0.0,W,0.6,Berbahaya,Berbahaya
8330,2014,2,11,1,85.0,98.0,42.0,99.0,2400.0,1.0,-10.4,1023.7,-14.0,0.0,WSW,0.5,Berbahaya,Berbahaya
8331,2014,2,11,2,89.0,98.0,41.0,100.0,2400.0,1.0,-10.7,1023.0,-14.4,0.0,W,0.8,Berbahaya,Berbahaya
8332,2014,2,11,3,83.0,88.0,56.0,100.0,1900.0,1.0,-11.0,1022.4,-14.4,0.0,WSW,0.7,Berbahaya,Berbahaya
8333,2014,2,11,4,87.0,97.0,63.0,103.0,2700.0,1.0,-10.0,1022.1,-14.4,0.0,W,0.8,Berbahaya,Berbahaya
8334,2014,2,11,5,103.0,117.0,70.0,110.0,3400.0,1.0,-10.4,1022.0,-14.5,0.0,W,0.5,Berbahaya,Berbahaya
8335,2014,2,11,6,98.0,101.0,64.0,102.0,3000.0,1.0,-10.0,1022.5,-13.9,0.0,W,1.0,Berbahaya,Berbahaya
8336,2014,2,11,7,93.0,91.0,60.0,96.0,2800.0,1.0,-9.2,1023.1,-13.5,0.0,W,1.1,Berbahaya,Berbahaya
8337,2014,2,11,8,83.0,62.0,57.0,89.0,2300.0,1.0,-5.9,1023.2,-14.0,0.0,W,1.2,Berbahaya,Berbahaya
8338,2014,2,11,9,59.0,54.0,61.0,82.0,1900.0,1.0,-4.3,1022.8,-13.9,0.0,SW,0.7,Berbahaya,Berbahaya
8339,2014,2,11,10,57.0,91.0,64.0,77.0,1700.0,1.0,-2.0,1022.0,-13.8,0.0,ESE,0.9,Berbahaya,Berbahaya
8340,2014,2,11,11,69.0,121.0,66.0,73.0,1500.0,12.0,-1.0,1021.1,-13.6,0.0,SE,1.2,Berbahaya,Berbahaya
8341,2014,2,11,12,69.0,121.0,66.0,73.0,1500.0,12.0,-0.3,1019.9,-13.6,0.0,SE,1.3,Berbahaya,Berbahaya
8342,2014,2,11,13,94.0,96.0,69.0,97.0,1900.0,16.0,0.5,1019.2,-13.2,0.0,S,1.6,Berbahaya,Berbahaya
8343,2014,2,11,14,132.0,127.0,83.0,116.0,2500.0,14.0,0.5,1019.0,-13.6,0.0,WSW,2.8,Berbahaya,Berbahaya
8344,2014,2,11,15,133.0,94.0,83.0,90.0,2200.0,31.0,0.2,1019.0,-13.1,0.0,SW,3.5,Berbahaya,Berbahaya
8345,2014,2,11,16,120.0,92.0,82.0,74.0,1900.0,39.0,-0.2,1019.0,-12.2,0.0,WSW,1.4,Berbahaya,Berbahaya
8346,2014,2,11,17,135.0,131.0,95.0,86.0,2100.0,31.0,-1.6,1019.5,-11.5,0.0,S,0.9,Berbahaya,Berbahaya
8347,2014,2,11,18,192.0,235.0,102.0,112.0,2900.0,15.0,-2.2,1020.1,-11.5,0.0,W,0.6,Berbahaya,Berbahaya
8348,2014,2,11,19,219.0,276.0,114.0,135.0,3200.0,1.0,-3.9,1020.5,-11.6,0.0,SSW,0.8,Berbahaya,Berbahaya
8349,2014,2,11,20,196.0,230.0,113.0,131.0,3000.0,1.0,-5.8,1021.3,-11.3,0.0,WSW,0.0,Berbahaya,Berbahaya
8350,2014,2,11,21,194.0,229.0,112.0,131.0,3200.0,1.0,-7.1,1021.5,-11.1,0.0,E,0.1,Berbahaya,Berbahaya
8351,2014,2,11,22,191.0,230.0,102.0,129.0,4000.0,1.0,-7.5,1022.0,-11.0,0.0,W,0.9,Berbahaya,Berbahaya
8352,2014,2,11,23,201.0,234.0,94.0,127.0,3400.0,1.0,-7.6,1022.4,-10.9,0.0,WSW,0.8,Berbahaya,Berbahaya
8353,2014,2,12,0,195.0,225.0,83.0,124.0,3300.0,1.0,-8.4,1022.6,-11.4,0.0,WSW,0.5,Berbahaya,Berbahaya
8354,2014,2,12,1,179.0,201.0,88.0,124.0,3400.0,1.0,-7.2,1022.9,-11.4,0.0,NE,1.0,Berbahaya,Berbahaya
8355,2014,2,12,2,187.0,210.0,121.0,140.0,4800.0,1.0,-5.4,1023.2,-11.5,0.0,N,1.0,Berbahaya,Berbahaya
8356,2014,2,12,3,201.0,225.0,114.0,137.0,4800.0,1.0,-5.1,1023.4,-11.9,0.0,NW,0.5,Berbahaya,Berbahaya
8357,2014,2,12,4,183.0,182.0,106.0,119.0,3500.0,1.0,-6.0,1023.9,-12.1,0.0,NNE,0.2,Berbahaya,Berbahaya
8358,2014,2,12,5,153.0,138.0,82.0,112.0,2700.0,1.0,-7.8,1024.6,-12.5,0.0,W,1.0,Berbahaya,Berbahaya
8359,2014,2,12,6,144.0,136.0,68.0,111.0,2700.0,1.0,-9.1,1025.0,-12.9,0.0,WNW,0.9,Berbahaya,Berbahaya
8360,2014,2,12,7,143.0,144.0,76.0,113.0,3000.0,1.0,-8.9,1026.1,-12.4,0.0,WNW,0.5,Berbahaya,Berbahaya
8361,2014,2,12,8,136.0,142.0,76.0,107.0,2800.0,1.0,-4.2,1026.9,-10.4,0.0,NNE,0.0,Berbahaya,Berbahaya
8362,2014,2,12,9,94.0,68.0,60.0,83.0,1900.0,1.0,0.0,1027.2,-15.2,0.0,ENE,2.4,Berbahaya,Berbahaya
8363,2014,2,12,10,62.0,36.0,42.0,68.0,1400.0,12.0,1.2,1027.4,-16.7,0.0,E,1.2,Berbahaya,Tidak Berbahaya
8364,2014,2,12,11,62.0,6.0,28.0,58.0,1400.0,21.0,2.3,1026.7,-16.2,0.0,SE,1.4,Berbahaya,Tidak Berbahaya
8365,2014,2,12,12,21.0,6.0,30.0,58.0,900.0,21.0,3.4,1026.0,-16.4,0.0,S,1.4,Tidak Berbahaya,Tidak Berbahaya
8366,2014,2,12,13,41.0,6.0,23.0,39.0,700.0,56.0,3.2,1025.1,-16.5,0.0,E,1.8,Tidak Berbahaya,Tidak Berbahaya
8367,2014,2,12,14,49.0,6.0,34.0,47.0,1000.0,55.0,3.7,1025.0,-14.6,0.0,S,1.4,Tidak Berbahaya,Tidak Berbahaya
8368,2014,2,12,15,115.0,85.0,67.0,70.0,1600.0,52.0,2.8,1025.0,-12.3,0.0,WSW,1.8,Berbahaya,Berbahaya
8369,2014,2,12,16,113.0,121.0,59.0,68.0,1500.0,52.0,2.0,1025.5,-11.5,0.0,SW,0.8,Berbahaya,Berbahaya
8370,2014,2,12,17,119.0,171.0,58.0,76.0,1700.0,48.0,1.0,1026.1,-11.4,0.0,WSW,1.1,Berbahaya,Berbahaya
8371,2014,2,12,18,170.0,162.0,78.0,123.0,2400.0,19.0,-0.6,1026.5,-11.1,0.0,WSW,0.7,Berbahaya,Berbahaya
8372,2014,2,12,19,182.0,204.0,75.0,141.0,2700.0,4.0,-1.0,1027.2,-11.2,0.0,W,0.6,Berbahaya,Berbahaya
8373,2014,2,12,20,172.0,181.0,83.0,141.0,2700.0,3.0,-1.5,1028.0,-11.4,0.0,W,0.7,Berbahaya,Berbahaya
8374,2014,2,12,21,160.0,181.0,70.0,135.0,3100.0,1.0,-3.6,1028.4,-10.5,0.0,WSW,0.0,Berbahaya,Berbahaya
8375,2014,2,12,22,127.0,141.0,60.0,129.0,2700.0,1.0,-4.6,1028.6,-10.2,0.0,S,0.6,Berbahaya,Berbahaya
8376,2014,2,12,23,116.0,129.0,65.0,125.0,2400.0,1.0,-5.4,1029.0,-10.4,0.0,W,1.0,Berbahaya,Berbahaya
8377,2014,2,13,0,153.0,210.0,80.0,131.0,3900.0,2.0,-5.9,1029.4,-10.1,0.0,E,0.6,Berbahaya,Berbahaya
8378,2014,2,13,1,249.0,351.0,116.0,129.0,5400.0,2.0,-3.4,1029.7,-8.1,0.0,E,1.1,Berbahaya,Berbahaya
8379,2014,2,13,2,216.0,291.0,116.0,104.0,4100.0,1.0,-3.0,1030.0,-6.0,0.0,E,1.4,Berbahaya,Berbahaya
8380,2014,2,13,3,190.0,223.0,53.0,93.0,4100.0,1.0,-2.8,1029.9,-6.3,0.0,ESE,1.6,Berbahaya,Berbahaya
8381,2014,2,13,4,172.0,162.0,62.0,85.0,2100.0,1.0,-2.7,1029.7,-7.1,0.0,E,2.0,Berbahaya,Berbahaya
8382,2014,2,13,5,161.0,127.0,61.0,85.0,2000.0,5.0,-2.6,1029.7,-7.3,0.0,ESE,1.0,Berbahaya,Berbahaya
8383,2014,2,13,6,153.0,135.0,61.0,78.0,2200.0,12.0,-2.5,1029.9,-8.0,0.0,E,1.8,Berbahaya,Berbahaya
8384,2014,2,13,7,165.0,177.0,62.0,84.0,2100.0,12.0,-3.0,1030.4,-8.9,0.0,E,2.5,Berbahaya,Berbahaya
8385,2014,2,13,8,174.0,192.0,75.0,93.0,2200.0,3.0,-3.3,1030.8,-8.6,0.0,SE,1.5,Berbahaya,Berbahaya
8386,2014,2,13,9,172.0,202.0,85.0,95.0,2700.0,1.0,-3.9,1030.8,-6.4,0.1,ESE,1.1,Berbahaya,Berbahaya
8387,2014,2,13,10,188.0,234.0,74.0,89.0,3000.0,2.0,-3.4,1030.4,-6.4,0.1,ESE,1.1,Berbahaya,Berbahaya
8388,2014,2,13,11,182.0,607.0,78.0,80.0,2900.0,10.0,-2.8,1029.4,-6.1,0.0,E,1.1,Berbahaya,Berbahaya
8389,2014,2,13,12,160.0,160.0,88.0,79.0,3000.0,12.0,-2.4,1028.4,-5.2,0.0,NW,0.6,Berbahaya,Berbahaya
8390,2014,2,13,13,164.0,35.0,95.0,89.0,2900.0,10.0,-1.8,1026.9,-5.5,0.0,SSW,0.9,Berbahaya,Tidak Berbahaya
8391,2014,2,13,14,171.0,106.0,90.0,88.0,2500.0,17.0,-1.2,1026.1,-5.6,0.0,W,1.2,Berbahaya,Berbahaya
8392,2014,2,13,15,176.0,38.0,85.0,79.0,2200.0,32.0,-0.9,1025.4,-5.5,0.0,W,1.2,Berbahaya,Tidak Berbahaya
8393,2014,2,13,16,196.0,45.0,82.0,84.0,2200.0,34.0,-1.0,1025.0,-5.6,0.0,W,1.0,Berbahaya,Tidak Berbahaya
8394,2014,2,13,17,191.0,68.0,73.0,89.0,2100.0,32.0,-1.7,1025.0,-5.6,0.0,WSW,0.9,Berbahaya,Berbahaya
8395,2014,2,13,18,200.0,109.0,72.0,117.0,2300.0,7.0,-1.6,1025.1,-5.1,0.0,WNW,0.9,Berbahaya,Berbahaya
8396,2014,2,13,19,221.0,173.0,70.0,126.0,3200.0,1.0,-2.1,1024.8,-5.1,0.0,NE,0.0,Berbahaya,Berbahaya
8397,2014,2,13,20,242.0,211.0,74.0,122.0,4100.0,1.0,-1.4,1024.7,-5.1,0.0,ESE,1.2,Berbahaya,Berbahaya
8398,2014,2,13,21,246.0,226.0,76.0,125.0,3900.0,1.0,-1.8,1024.6,-6.0,0.0,NNE,0.7,Berbahaya,Berbahaya
8399,2014,2,13,22,276.0,269.0,87.0,120.0,4600.0,1.0,-2.1,1024.1,-6.1,0.0,WSW,0.6,Berbahaya,Berbahaya
8400,2014,2,13,23,240.0,214.0,95.0,115.0,3900.0,1.0,-2.5,1023.8,-7.0,0.0,NNE,1.8,Berbahaya,Berbahaya
8401,2014,2,14,0,229.0,210.0,86.0,114.0,3800.0,1.0,-2.8,1023.2,-7.3,0.0,NNE,1.2,Berbahaya,Berbahaya
8402,2014,2,14,1,240.0,250.0,90.0,114.0,4100.0,1.0,-3.2,1022.5,-7.7,0.0,NE,0.0,Berbahaya,Berbahaya
8403,2014,2,14,2,242.0,255.0,90.0,116.0,4400.0,1.0,-3.3,1022.0,-7.8,0.0,NE,1.6,Berbahaya,Berbahaya
8404,2014,2,14,3,235.0,239.0,87.0,112.0,4400.0,1.0,-3.6,1021.2,-8.1,0.0,ENE,0.8,Berbahaya,Berbahaya
8405,2014,2,14,4,223.0,216.0,87.0,111.0,3900.0,1.0,-3.5,1020.9,-8.0,0.0,NNE,0.8,Berbahaya,Berbahaya
8406,2014,2,14,5,217.0,227.0,79.0,111.0,3500.0,1.0,-3.7,1020.9,-8.0,0.0,NE,1.2,Berbahaya,Berbahaya
8407,2014,2,14,6,215.0,224.0,81.0,105.0,3700.0,1.0,-3.8,1021.1,-7.8,0.0,NE,1.8,Berbahaya,Berbahaya
8408,2014,2,14,7,214.0,245.0,79.0,105.0,3700.0,1.0,-3.6,1021.3,-7.4,0.0,NNE,1.5,Berbahaya,Berbahaya
8409,2014,2,14,8,214.0,245.0,79.0,105.0,3700.0,1.0,-2.5,1021.3,-6.5,0.0,NE,1.4,Berbahaya,Berbahaya
8410,2014,2,14,9,193.0,230.0,63.0,97.0,3300.0,1.0,-1.6,1021.2,-6.4,0.0,NNE,2.2,Berbahaya,Berbahaya
8411,2014,2,14,10,186.0,223.0,73.0,95.0,2800.0,1.0,-0.4,1020.8,-6.4,0.0,W,1.4,Berbahaya,Berbahaya
8412,2014,2,14,11,189.0,208.0,75.0,89.0,2500.0,3.0,0.6,1019.9,-5.9,0.0,NE,0.2,Berbahaya,Berbahaya
8413,2014,2,14,12,213.0,218.0,77.0,92.0,2400.0,7.0,1.8,1018.5,-5.8,0.0,ESE,1.7,Berbahaya,Berbahaya
8414,2014,2,14,13,247.0,249.0,84.0,99.0,2600.0,12.0,2.7,1017.6,-6.2,0.0,SSE,0.7,Berbahaya,Berbahaya
8415,2014,2,14,14,268.0,280.0,87.0,109.0,2700.0,18.0,3.4,1017.0,-6.1,0.0,SE,1.2,Berbahaya,Berbahaya
8416,2014,2,14,15,276.0,533.0,92.0,119.0,2900.0,20.0,3.1,1016.8,-6.6,0.0,SW,1.7,Berbahaya,Berbahaya
8417,2014,2,14,16,291.0,265.0,92.0,128.0,3100.0,20.0,2.4,1016.9,-6.2,0.0,WSW,1.1,Berbahaya,Berbahaya
8418,2014,2,14,17,303.0,214.0,96.0,129.0,2900.0,22.0,0.6,1017.1,-6.5,0.0,SW,0.9,Berbahaya,Berbahaya
8419,2014,2,14,18,296.0,276.0,88.0,128.0,2700.0,19.0,-2.0,1017.4,-5.8,0.0,WNW,0.6,Berbahaya,Berbahaya
8420,2014,2,14,19,320.0,338.0,86.0,136.0,3100.0,9.0,-3.0,1017.5,-6.0,0.0,WNW,1.0,Berbahaya,Berbahaya
8421,2014,2,14,20,373.0,410.0,98.0,149.0,3300.0,1.0,-3.5,1017.7,-5.8,0.0,WSW,0.6,Berbahaya,Berbahaya
8422,2014,2,14,21,457.0,539.0,112.0,147.0,3400.0,1.0,-3.8,1017.9,-6.1,0.0,W,1.0,Berbahaya,Berbahaya
8423,2014,2,14,22,597.0,730.0,130.0,145.0,4000.0,1.0,-4.1,1018.1,-6.2,0.0,W,1.1,Berbahaya,Berbahaya
8424,2014,2,14,23,704.0,836.0,158.0,148.0,4200.0,1.0,-4.3,1018.1,-6.6,0.0,W,1.1,Berbahaya,Berbahaya
8425,2014,2,15,0,616.0,708.0,140.0,149.0,4500.0,1.0,-4.7,1017.7,-6.8,0.0,W,1.0,Berbahaya,Berbahaya
8426,2014,2,15,1,655.0,784.0,142.0,145.0,5200.0,1.0,-5.1,1017.3,-6.9,0.0,SW,0.6,Berbahaya,Berbahaya
8427,2014,2,15,2,588.0,655.0,142.0,149.0,5500.0,1.0,-5.1,1017.2,-7.1,0.0,NNE,0.3,Berbahaya,Berbahaya
8428,2014,2,15,3,508.0,531.0,133.0,144.0,5500.0,1.0,-4.8,1017.2,-7.1,0.0,W,0.7,Berbahaya,Berbahaya
8429,2014,2,15,4,486.0,503.0,133.0,140.0,5000.0,1.0,-5.2,1017.4,-7.0,0.0,W,1.0,Berbahaya,Berbahaya
8430,2014,2,15,5,369.0,339.0,116.0,140.0,4000.0,1.0,-4.3,1017.4,-6.3,0.0,SW,0.5,Berbahaya,Berbahaya
8431,2014,2,15,6,332.0,307.0,115.0,121.0,3900.0,1.0,-5.2,1017.7,-7.2,0.0,W,1.1,Berbahaya,Berbahaya
8432,2014,2,15,7,326.0,324.0,102.0,123.0,4100.0,1.0,-5.1,1018.5,-6.8,0.0,W,0.9,Berbahaya,Berbahaya
8433,2014,2,15,8,320.0,308.0,93.0,124.0,4000.0,1.0,-3.5,1018.8,-6.0,0.0,WSW,0.8,Berbahaya,Berbahaya
8434,2014,2,15,9,324.0,345.0,95.0,123.0,4100.0,1.0,-1.2,1019.1,-5.6,0.0,WSW,0.7,Berbahaya,Berbahaya
8435,2014,2,15,10,335.0,479.0,125.0,111.0,3500.0,1.0,1.8,1018.5,-5.4,0.0,N,1.1,Berbahaya,Berbahaya
8436,2014,2,15,11,331.0,388.0,133.0,105.0,3100.0,7.0,2.9,1018.1,-6.5,0.0,NE,1.7,Berbahaya,Berbahaya
8437,2014,2,15,12,338.0,359.0,142.0,100.0,3000.0,18.0,3.8,1017.5,-6.8,0.0,NNE,1.0,Berbahaya,Berbahaya
8438,2014,2,15,13,338.0,354.0,153.0,103.0,3000.0,26.0,4.2,1016.8,-6.4,0.0,ESE,1.5,Berbahaya,Berbahaya
8439,2014,2,15,14,389.0,423.0,158.0,126.0,3400.0,22.0,4.6,1016.5,-6.6,0.0,SE,1.3,Berbahaya,Berbahaya
8440,2014,2,15,15,427.0,488.0,156.0,144.0,3900.0,16.0,4.2,1016.7,-5.6,0.0,SE,0.8,Berbahaya,Berbahaya
8441,2014,2,15,16,517.0,597.0,150.0,162.0,4800.0,8.0,3.1,1017.0,-5.6,0.0,E,1.0,Berbahaya,Berbahaya
8442,2014,2,15,17,511.0,577.0,153.0,158.0,4300.0,6.0,0.5,1017.5,-5.5,0.0,SSW,0.8,Berbahaya,Berbahaya
8443,2014,2,15,18,480.0,541.0,120.0,141.0,3700.0,12.0,-1.4,1017.7,-5.3,0.0,SSE,0.0,Berbahaya,Berbahaya
8444,2014,2,15,19,453.0,497.0,92.0,140.0,3600.0,9.0,-2.4,1018.0,-5.5,0.0,WNW,0.9,Berbahaya,Berbahaya
8445,2014,2,15,20,457.0,490.0,79.0,149.0,3800.0,1.0,-2.6,1018.2,-5.1,0.0,W,0.7,Berbahaya,Berbahaya
8446,2014,2,15,21,462.0,501.0,87.0,155.0,4100.0,1.0,-3.0,1018.3,-5.5,0.0,WNW,0.6,Berbahaya,Berbahaya
8447,2014,2,15,22,467.0,512.0,88.0,153.0,4400.0,1.0,-2.8,1018.6,-5.3,0.0,NE,0.3,Berbahaya,Berbahaya
8448,2014,2,15,23,473.0,519.0,110.0,161.0,5200.0,1.0,-0.6,1018.9,-5.0,0.0,ENE,0.2,Berbahaya,Berbahaya
8449,2014,2,16,0,498.0,553.0,137.0,165.0,6000.0,1.0,-3.1,1019.0,-6.1,0.0,NW,0.5,Berbahaya,Berbahaya
8450,2014,2,16,1,469.0,494.0,111.0,148.0,5500.0,1.0,-4.3,1019.5,-6.4,0.0,W,0.6,Berbahaya,Berbahaya
8451,2014,2,16,2,458.0,477.0,111.0,139.0,5000.0,1.0,-4.5,1019.5,-6.3,0.0,W,1.2,Berbahaya,Berbahaya
8452,2014,2,16,3,443.0,464.0,121.0,134.0,5000.0,1.0,-4.9,1020.0,-6.7,0.0,WNW,0.4,Berbahaya,Berbahaya
8453,2014,2,16,4,437.0,447.0,118.0,133.0,4800.0,1.0,-3.0,1020.6,-5.3,0.0,ENE,0.9,Berbahaya,Berbahaya
8454,2014,2,16,5,436.0,450.0,112.0,133.0,4700.0,1.0,-1.3,1021.1,-5.5,0.0,NNE,1.3,Berbahaya,Berbahaya
8455,2014,2,16,6,408.0,410.0,115.0,112.0,3900.0,1.0,-1.1,1021.3,-6.1,0.0,ENE,1.3,Berbahaya,Berbahaya
8456,2014,2,16,7,391.0,391.0,107.0,99.0,3400.0,1.0,-0.6,1022.3,-5.6,0.0,NE,1.0,Berbahaya,Berbahaya
8457,2014,2,16,8,370.0,363.0,100.0,95.0,3200.0,1.0,0.4,1023.4,-5.6,0.0,W,0.9,Berbahaya,Berbahaya
8458,2014,2,16,9,351.0,353.0,99.0,95.0,3200.0,1.0,1.9,1023.6,-5.3,0.0,NW,0.7,Berbahaya,Berbahaya
8459,2014,2,16,10,327.0,308.0,101.0,103.0,3300.0,2.0,4.1,1024.1,-9.0,0.0,E,1.5,Berbahaya,Berbahaya
8460,2014,2,16,11,267.0,189.0,90.0,92.0,2400.0,14.0,5.1,1023.8,-10.3,0.0,E,0.9,Berbahaya,Berbahaya
8461,2014,2,16,12,166.0,88.0,65.0,67.0,1600.0,38.0,5.9,1023.0,-8.8,0.0,W,1.3,Berbahaya,Berbahaya
8462,2014,2,16,13,184.0,142.0,83.0,68.0,2000.0,46.0,6.8,1022.4,-9.6,0.0,NNW,0.8,Berbahaya,Berbahaya
8463,2014,2,16,14,192.0,158.0,84.0,68.0,2100.0,60.0,6.2,1022.4,-7.4,0.0,SE,1.9,Berbahaya,Berbahaya
8464,2014,2,16,15,240.0,111.0,88.0,67.0,2400.0,70.0,6.1,1022.4,-9.8,0.0,S,1.8,Berbahaya,Berbahaya
8465,2014,2,16,16,240.0,111.0,88.0,67.0,2400.0,70.0,5.3,1022.7,-7.6,0.0,SW,0.9,Berbahaya,Berbahaya
8466,2014,2,16,17,240.0,111.0,88.0,67.0,2400.0,70.0,4.0,1023.2,-4.0,0.0,S,1.6,Berbahaya,Berbahaya
8467,2014,2,16,18,240.0,111.0,88.0,67.0,2400.0,70.0,2.8,1023.9,-4.0,0.0,S,0.6,Berbahaya,Berbahaya
8468,2014,2,16,19,240.0,111.0,88.0,67.0,2400.0,70.0,2.1,1024.2,-4.2,0.0,WSW,0.7,Berbahaya,Berbahaya
